,alpha,beta,gamma,delta,lambda,luce
lambda,0.013089904,-0.015633478,0.004850348,-0.004993336,0.621674553,-0.02949749
luce,-0.002950912,-0.000145732,-0.00155786,-0.000803203,-0.02949749,0.04479183
alpha,0.001257697,-0.000601128,-0.000335286,0.001973842,-0.002608005,-0.00168342
beta,-0.000601128,0.07039407,0.001704096,-0.033177748,0.012652817,0.000819987
gamma,-0.000335286,0.001704096,0.004183824,-0.002024644,-0.001255425,-0.000781581
delta,0.001973842,-0.033177748,-0.002024644,0.063694732,-0.069864349,-0.002953079
lambda,-0.002608005,0.012652817,-0.001255425,-0.069864349,1.329149365,0.005074469
luce,-0.00168342,0.000819987,-0.000781581,-0.002953079,0.005074469,0.009384915
alpha,0.00267495,-0.001197153,0.000952403,0.00158353,-0.000462327,-0.0089792
beta,-0.001197153,0.079195356,0.000151124,-0.014533437,0.026215678,0.00592023
gamma,0.000952403,0.000151124,0.006288085,-0.000539267,-0.00113583,-0.00287812
delta,0.00158353,-0.014533437,-0.000539267,0.021248654,-0.045678534,-0.005864317
lambda,-0.000462327,0.026215678,-0.00113583,-0.045678534,1.34640533,0.003245434
luce,-0.0089792,0.00592023,-0.00287812,-0.005864317,0.003245434,0.045816677
alpha,0.001716964,-0.000792243,0.000399601,0.001412989,-0.000387303,-0.003706274
beta,-0.000792243,0.060500438,0.000917757,-0.024787877,0.021158654,0.00078986
gamma,0.000399601,0.000917757,0.003842669,-0.001472169,-0.003602222,-0.000328528
delta,0.001412989,-0.024787877,-0.001472169,0.044686508,-0.064496628,-0.002314871
lambda,-0.000387303,0.021158654,-0.003602222,-0.064496628,1.325098865,-0.002861739
luce,-0.003706274,0.00078986,-0.000328528,-0.002314871,-0.002861739,0.020585454
alpha,0.030562225,0.000558986,-0.010636252,0.001024709,0.03376837,-0.004588022
beta,0.000558986,0.001515159,0.005453723,0.000474342,-0.009102743,-0.001506558
gamma,-0.010636252,0.005453723,0.07022776,-0.000249795,-0.012311003,-0.012320952
delta,0.001024709,0.000474342,-0.000249795,0.001650726,-0.000188803,-0.000135724
lambda,0.03376837,-0.009102743,-0.012311003,-0.000188803,0.770470791,-0.136423217
luce,-0.004588022,-0.001506558,-0.012320952,-0.000135724,-0.136423217,0.06293257
alpha,0.067381882,0.000469584,-0.030100072,0.00263213,0.013023038,0.005314878
beta,0.000469584,0.004242099,0.000473337,-0.00036886,-0.015387051,-0.003062948
gamma,-0.030100072,0.000473337,0.046492359,-0.003848493,-0.020049966,-0.011744393
delta,0.00263213,-0.00036886,-0.003848493,0.027780314,-0.01701472,-0.00042575
lambda,0.013023038,-0.015387051,-0.020049966,-0.01701472,0.720099262,-0.081530478
luce,0.005314878,-0.003062948,-0.011744393,-0.00042575,-0.081530478,0.062512038
alpha,0.055421316,-0.000528559,-0.033219094,0.000226634,0.015301252,-0.003072259
beta,-0.000528559,0.000667461,0.002842526,-0.000226222,-0.005559779,-0.000680827
gamma,-0.033219094,0.002842526,0.101231776,-0.000679606,-0.003106202,-0.005316346
delta,0.000226634,-0.000226222,-0.000679606,0.000301209,0.003528749,0.000371463
lambda,0.015301252,-0.005559779,-0.003106202,0.003528749,0.838792732,-0.103817944
luce,-0.003072259,-0.000680827,-0.005316346,0.000371463,-0.103817944,0.069957527
alpha,0.061961106,-0.00099275,-0.036361595,0.000440884,0.010425267,0.000496106
beta,-0.00099275,0.002885011,0.002117755,0.000663204,-0.027973475,-0.003054858
gamma,-0.036361595,0.002117755,0.073385876,-0.00039317,0.002949938,-0.009307581
delta,0.000440884,0.000663204,-0.00039317,0.000843239,-0.010637392,-0.001533553
lambda,0.010425267,-0.027973475,0.002949938,-0.010637392,1.066039465,-0.14482484
luce,0.000496106,-0.003054858,-0.009307581,-0.001533553,-0.14482484,0.078083012
alpha,0.00513014,0.000376295,-3.42E-05,0.001133005,0.047089431,-0.013251257
beta,0.000376295,0.002458767,0.000709223,0.000438906,-0.028472416,0.001254567
gamma,-3.42E-05,0.000709223,0.008508329,-0.002013388,-0.001705658,-0.00126107
delta,0.001133005,0.000438906,-0.002013388,0.006046066,-0.006188651,-0.003117855
lambda,0.047089431,-0.028472416,-0.001705658,-0.006188651,1.026498316,-0.177795152
luce,-0.013251257,0.001254567,-0.00126107,-0.003117855,-0.177795152,0.06076618
alpha,0.001923215,0.000927516,-0.000718795,0.002616555,0.014070085,-0.005574083
beta,0.000927516,0.009562269,0.001014288,-0.001091505,-0.047218072,-0.003479688
gamma,-0.000718795,0.001014288,0.002623688,-0.001014664,-0.012220942,-0.000356385
delta,0.002616555,-0.001091505,-0.001014664,0.021388782,-0.033461994,-0.005401372
lambda,0.014070085,-0.047218072,-0.012220942,-0.033461994,1.117160153,-0.031995015
luce,-0.005574083,-0.003479688,-0.000356385,-0.005401372,-0.031995015,0.039179562
alpha,0.002146506,-9.95E-05,-8.79E-05,0.000291052,0.019217276,-0.003537299
beta,-9.95E-05,0.00207348,0.000516296,0.000403167,-0.020622986,0.000908411
gamma,-8.79E-05,0.000516296,0.003333516,-0.000752245,-0.003770098,-0.000220883
delta,0.000291052,0.000403167,-0.000752245,0.002625101,-0.003268094,-0.00038607
lambda,0.019217276,-0.020622986,-0.003770098,-0.003268094,0.397230942,-0.041953062
luce,-0.003537299,0.000908411,-0.000220883,-0.00038607,-0.041953062,0.016437441
alpha,0.044033834,-0.000769116,-0.023492695,0.001783705,0.038736619,-0.007438019
beta,-0.000769116,0.002154943,0.002611541,0.000364714,-0.019124533,-0.000928539
gamma,-0.023492695,0.002611541,0.033307777,-0.001400168,-0.009448827,-0.006578368
delta,0.001783705,0.000364714,-0.001400168,0.001255065,-0.001533833,-0.000423176
lambda,0.038736619,-0.019124533,-0.009448827,-0.001533833,0.917464706,-0.177414445
luce,-0.007438019,-0.000928539,-0.006578368,-0.000423176,-0.177414445,0.072557056
alpha,0.061581439,-0.000717928,-0.038218343,0.000583673,0.011322584,0.000280362
beta,-0.000717928,0.001230042,0.003763151,0.000358819,-0.009059895,-0.002792117
gamma,-0.038218343,0.003763151,0.081693581,-0.000526948,-0.020378279,-0.013646005
delta,0.000583673,0.000358819,-0.000526948,0.002513204,-0.006257081,-0.002124176
lambda,0.011322584,-0.009059895,-0.020378279,-0.006257081,0.609088322,-0.089732811
luce,0.000280362,-0.002792117,-0.013646005,-0.002124176,-0.089732811,0.052738733
alpha,0.053873355,-0.002347912,-0.02701344,0.00591589,0.028101424,-0.00067064
beta,-0.002347912,0.011140755,0.006571312,-0.002161467,-0.04785791,-0.007818973
gamma,-0.02701344,0.006571312,0.037104672,-0.004397766,-0.018583536,-0.011081003
delta,0.00591589,-0.002161467,-0.004397766,0.005849981,-0.015261753,-0.004521547
lambda,0.028101424,-0.04785791,-0.018583536,-0.015261753,1.167347638,-0.031316208
luce,-0.00067064,-0.007818973,-0.011081003,-0.004521547,-0.031316208,0.07912504
alpha,0.003783203,-0.000659891,0.001389424,0.001429052,-8.03E-05,-0.014282622
beta,-0.000659891,0.010827256,0.001780026,-0.00295684,-0.027005498,0.001732446
gamma,0.001389424,0.001780026,0.005692708,-6.89E-05,0.002662903,-0.006123455
delta,0.001429052,-0.00295684,-6.89E-05,0.002131982,-0.017443207,-0.004639768
lambda,-8.03E-05,-0.027005498,0.002662903,-0.017443207,1.148034102,-0.010740473
luce,-0.014282622,0.001732446,-0.006123455,-0.004639768,-0.010740473,0.072915143
alpha,0.004556857,3.99E-05,3.66E-05,0.000818984,-0.002660566,-0.011958737
beta,3.99E-05,0.009952921,0.003877376,-0.001631818,-0.029737201,-0.000881302
gamma,3.66E-05,0.003877376,0.02149426,-4.57E-05,-0.009400224,-0.006241839
delta,0.000818984,-0.001631818,-4.57E-05,0.000796998,-0.011273049,-0.002709662
lambda,-0.002660566,-0.029737201,-0.009400224,-0.011273049,1.122567831,-0.000662012
luce,-0.011958737,-0.000881302,-0.006241839,-0.002709662,-0.000662012,0.066469977
alpha,0.045025867,-0.002481313,-0.031574064,0.00383545,-0.000464628,-0.006452359
beta,-0.002481313,0.070216144,0.009075619,-0.017180374,-0.017128955,-0.000367813
gamma,-0.031574064,0.009075619,0.079867316,-0.006362261,0.004312528,-0.011809578
delta,0.00383545,-0.017180374,-0.006362261,0.016634962,-0.023044202,-0.005949245
lambda,-0.000464628,-0.017128955,0.004312528,-0.023044202,1.30580266,-0.003672016
luce,-0.006452359,-0.000367813,-0.011809578,-0.005949245,-0.003672016,0.079161407
alpha,0.065519445,-0.000879819,-0.018621571,-0.000451263,0.038642084,-0.002097873
beta,-0.000879819,0.001823219,0.002019485,0.001505294,-0.012474292,-0.002745435
gamma,-0.018621571,0.002019485,0.057632198,-0.000500209,0.006028258,-0.007874131
delta,-0.000451263,0.001505294,-0.000500209,0.002067812,-0.010130458,-0.003070689
lambda,0.038642084,-0.012474292,0.006028258,-0.010130458,0.926873455,-0.11150474
luce,-0.002097873,-0.002745435,-0.007874131,-0.003070689,-0.11150474,0.069661192
alpha,0.010319912,-0.00635073,-0.005716236,0.010492432,-0.013716155,-0.014472355
beta,-0.00635073,0.066284836,0.004779561,-0.020381373,0.001759304,0.007600859
gamma,-0.005716236,0.004779561,0.007273126,-0.005306626,0.006583705,-0.001497849
delta,0.010492432,-0.020381373,-0.005306626,0.031775849,-0.063201185,-0.016028391
lambda,-0.013716155,0.001759304,0.006583705,-0.063201185,1.289369965,0.016009664
luce,-0.014472355,0.007600859,-0.001497849,-0.016028391,0.016009664,0.079207145
alpha,0.061049861,-0.001836037,-0.038639655,0.000468982,0.034180985,-0.002673093
beta,-0.001836037,0.003069961,0.00606591,0.000525877,-0.027019677,-0.001493328
gamma,-0.038639655,0.00606591,0.086442942,-0.001709209,-0.061119712,-0.003182103
delta,0.000468982,0.000525877,-0.001709209,0.005794926,-0.008887048,-0.002070673
lambda,0.034180985,-0.027019677,-0.061119712,-0.008887048,0.999504618,-0.188382595
luce,-0.002673093,-0.001493328,-0.003182103,-0.002070673,-0.188382595,0.075299109
alpha,0.055886275,-0.002332329,-0.042162781,0.017277015,0.001487351,0.004294159
beta,-0.002332329,0.006427719,0.004464305,-0.006619201,-0.015855612,-0.003742604
gamma,-0.042162781,0.004464305,0.099206495,-0.027492225,-0.002440758,-0.018189603
delta,0.017277015,-0.006619201,-0.027492225,0.064129515,-0.03233206,0.001192229
lambda,0.001487351,-0.015855612,-0.002440758,-0.03233206,0.85603842,-0.062364514
luce,0.004294159,-0.003742604,-0.018189603,0.001192229,-0.062364514,0.061075736
alpha,0.002465803,0.001102883,-0.001264508,0.002616199,0.013437006,-0.006276524
beta,0.001102883,0.003644505,0.000315418,0.001601852,-0.030758429,-0.002035078
gamma,-0.001264508,0.000315418,0.007146345,-0.002260216,-0.006259888,0.000963091
delta,0.002616199,0.001601852,-0.002260216,0.014880359,-0.03829163,-0.006709455
lambda,0.013437006,-0.030758429,-0.006259888,-0.03829163,0.867300968,-0.056779044
luce,-0.006276524,-0.002035078,0.000963091,-0.006709455,-0.056779044,0.040581658
alpha,0.025964687,4.66E-05,-0.014985496,0.000524339,0.031541633,-0.007974525
beta,4.66E-05,0.003095431,0.005298816,0.000517034,-0.033438829,-0.001997636
gamma,-0.014985496,0.005298816,0.06345986,-0.001618435,-0.033714625,-0.003316582
delta,0.000524339,0.000517034,-0.001618435,0.001497622,-0.007119482,-0.002691671
lambda,0.031541633,-0.033438829,-0.033714625,-0.007119482,1.057440085,-0.149826805
luce,-0.007974525,-0.001997636,-0.003316582,-0.002691671,-0.149826805,0.072978648
alpha,0.031325285,-0.000512061,-0.013184044,0.000726552,0.022624061,-0.005354388
beta,-0.000512061,0.002966011,0.005626396,0.000291151,-0.029060478,-0.004375518
gamma,-0.013184044,0.005626396,0.064434739,-0.000596154,-0.015099165,-0.012479227
delta,0.000726552,0.000291151,-0.000596154,0.000770289,-0.007137942,-0.002359047
lambda,0.022624061,-0.029060478,-0.015099165,-0.007137942,0.963059305,-0.100311568
luce,-0.005354388,-0.004375518,-0.012479227,-0.002359047,-0.100311568,0.070653554
alpha,0.059516607,-0.000597982,-0.032178936,0.000443352,0.032669374,-0.00072371
beta,-0.000597982,0.006566606,0.003617277,0.00122653,-0.040171678,-0.005213206
gamma,-0.032178936,0.003617277,0.065023153,-0.001189021,-0.038701779,-0.01084683
delta,0.000443352,0.00122653,-0.001189021,0.013158148,-0.023422249,-0.002714755
lambda,0.032669374,-0.040171678,-0.038701779,-0.023422249,1.039499856,-0.140815458
luce,-0.00072371,-0.005213206,-0.01084683,-0.002714755,-0.140815458,0.072559887
alpha,0.004271979,-0.004026629,-0.001499162,0.012412254,0.001043887,-0.015479262
beta,-0.004026629,0.053492376,0.003939208,-0.03140424,-0.021876362,0.015481287
gamma,-0.001499162,0.003939208,0.008634811,-0.007847256,-0.000666682,0.002614336
delta,0.012412254,-0.03140424,-0.007847256,0.07105831,-0.048501793,-0.043034357
lambda,0.001043887,-0.021876362,-0.000666682,-0.048501793,1.297482524,-0.009362726
luce,-0.015479262,0.015481287,0.002614336,-0.043034357,-0.009362726,0.07615032
alpha,0.013434008,0.004001246,-0.002017433,0.001966622,-0.007995053,-0.008525515
beta,0.004001246,0.00686576,0.004706788,0.000968199,-0.044842825,-0.006326329
gamma,-0.002017433,0.004706788,0.045251433,-0.002969948,-0.053223457,-0.008119176
delta,0.001966622,0.000968199,-0.002969948,0.013867775,-0.019462363,-0.004891727
lambda,-0.007995053,-0.044842825,-0.053223457,-0.019462363,0.957814324,-0.074522909
luce,-0.008525515,-0.006326329,-0.008119176,-0.004891727,-0.074522909,0.054895596
alpha,0.017418703,0.003278153,-0.00927553,0.001754264,0.018349143,-0.010167061
beta,0.003278153,0.00724947,0.00405994,0.001204073,-0.041797566,-0.007329873
gamma,-0.00927553,0.00405994,0.04396061,-0.00220552,-0.057167785,-0.010530966
delta,0.001754264,0.001204073,-0.00220552,0.012044846,-0.012068182,-0.003508972
lambda,0.018349143,-0.041797566,-0.057167785,-0.012068182,1.042498694,-0.104484431
luce,-0.010167061,-0.007329873,-0.010530966,-0.003508972,-0.104484431,0.064750635
alpha,0.037711916,-7.73E-05,-0.009486746,0.000856666,0.030183649,-0.001137901
beta,-7.73E-05,0.000913012,0.003353452,0.000462051,-0.007687279,-0.001026168
gamma,-0.009486746,0.003353452,0.061694705,-0.000324348,-0.013854142,-0.000677932
delta,0.000856666,0.000462051,-0.000324348,0.001685346,-0.007825794,-0.002238808
lambda,0.030183649,-0.007687279,-0.013854142,-0.007825794,0.647540315,-0.032452499
luce,-0.001137901,-0.001026168,-0.000677932,-0.002238808,-0.032452499,0.047812873
alpha,0.03001672,-0.003020948,-0.017485029,0.002909248,0.022597544,-0.004676745
beta,-0.003020948,0.017790551,0.009600617,-0.004941079,-0.058754184,-0.003945913
gamma,-0.017485029,0.009600617,0.040303351,-0.004087894,-0.025231099,-0.005942019
delta,0.002909248,-0.004941079,-0.004087894,0.00512293,-0.01014658,-0.006036755
lambda,0.022597544,-0.058754184,-0.025231099,-0.01014658,1.210998799,-0.029511269
luce,-0.004676745,-0.003945913,-0.005942019,-0.006036755,-0.029511269,0.07905558
alpha,0.018266838,0.001389265,-0.005072376,0.000361548,0.018209234,-0.009103217
beta,0.001389265,0.00264683,0.005696728,0.00016901,-0.023894672,-0.003957229
gamma,-0.005072376,0.005696728,0.05614866,-0.001634016,-0.020806693,-0.009291778
delta,0.000361548,0.00016901,-0.001634016,0.00141751,-0.004598535,-0.00281865
lambda,0.018209234,-0.023894672,-0.020806693,-0.004598535,0.848699158,-0.105952701
luce,-0.009103217,-0.003957229,-0.009291778,-0.00281865,-0.105952701,0.068334279
alpha,0.007682726,7.56E-05,-0.006643878,0.00127469,0.031692814,-0.000865584
beta,7.56E-05,0.00145826,0.001988918,0.001039563,-0.006108119,-0.001369962
gamma,-0.006643878,0.001988918,0.021304341,0.000548415,-0.003143168,-0.006419266
delta,0.00127469,0.001039563,0.000548415,0.002482574,0.009640659,0.000422159
lambda,0.031692814,-0.006108119,-0.003143168,0.009640659,0.651618918,-0.03026122
luce,-0.000865584,-0.001369962,-0.006419266,0.000422159,-0.03026122,0.063412152
alpha,0.016780003,-0.002574539,-0.008482883,0.006237367,-0.004562354,-0.012100048
beta,-0.002574539,0.029585019,0.00337666,-0.007459593,-0.036419426,-0.000586424
gamma,-0.008482883,0.00337666,0.009375994,-0.002650348,0.000379039,-0.003860546
delta,0.006237367,-0.007459593,-0.002650348,0.00994714,-0.034955488,-0.008730868
lambda,-0.004562354,-0.036419426,0.000379039,-0.034955488,1.323825429,-0.00568039
luce,-0.012100048,-0.000586424,-0.003860546,-0.008730868,-0.00568039,0.080613877
alpha,0.004196225,-0.000195881,-0.002708153,0.001458919,0.029310636,-0.004986719
beta,-0.000195881,0.00170413,0.001938154,0.001124919,-0.016188874,-0.003508981
gamma,-0.002708153,0.001938154,0.007208431,-0.000366969,-0.013146972,-0.003925584
delta,0.001458919,0.001124919,-0.000366969,0.004067822,-0.008282383,-0.00378268
lambda,0.029310636,-0.016188874,-0.013146972,-0.008282383,0.666324735,-0.062686019
luce,-0.004986719,-0.003508981,-0.003925584,-0.00378268,-0.062686019,0.053202571
alpha,0.002445734,-0.000297048,-0.000573436,0.000667649,0.038339345,-0.005660816
beta,-0.000297048,0.000942445,0.000580062,0.000148679,-0.018349653,0.001328872
gamma,-0.000573436,0.000580062,0.003697125,-0.0013927,-0.007686147,-0.001927957
delta,0.000667649,0.000148679,-0.0013927,0.002220347,0.001921454,0.000716369
lambda,0.038339345,-0.018349653,-0.007686147,0.001921454,0.892234597,-0.118790618
luce,-0.005660816,0.001328872,-0.001927957,0.000716369,-0.118790618,0.056728642
alpha,0.003122206,0.000145371,-0.000108848,0.002125237,0.02361246,-0.009715038
beta,0.000145371,0.002182119,0.000455106,0.000235866,-0.030004039,-0.000355027
gamma,-0.000108848,0.000455106,0.003145521,-0.00045964,-0.003247865,-0.001309907
delta,0.002125237,0.000235866,-0.00045964,0.002763611,0.000378902,-0.005655595
lambda,0.02361246,-0.030004039,-0.003247865,0.000378902,0.860250363,-0.084841602
luce,-0.009715038,-0.000355027,-0.001309907,-0.005655595,-0.084841602,0.04879691
alpha,0.055996909,3.66E-06,-0.038234295,0.003345993,0.031852498,-0.001794493
beta,3.66E-06,0.007447624,0.00335948,0.00043882,-0.041605386,-0.00586405
gamma,-0.038234295,0.00335948,0.083850979,-0.005166415,-0.056595903,-0.011718455
delta,0.003345993,0.00043882,-0.005166415,0.017660526,-0.026962819,-0.003782745
lambda,0.031852498,-0.041605386,-0.056595903,-0.026962819,1.12600512,-0.131940302
luce,-0.001794493,-0.00586405,-0.011718455,-0.003782745,-0.131940302,0.075792815
alpha,0.033340974,-0.00286344,-0.018075152,-0.000207597,0.065472929,-0.002054995
beta,-0.00286344,0.002040069,0.005357846,0.001140314,-0.018629868,-0.00222071
gamma,-0.018075152,0.005357846,0.0460407,0.000864501,-0.036938083,-0.005818639
delta,-0.000207597,0.001140314,0.000864501,0.002375088,-0.011064698,-0.003273602
lambda,0.065472929,-0.018629868,-0.036938083,-0.011064698,0.955812315,-0.102039018
luce,-0.002054995,-0.00222071,-0.005818639,-0.003273602,-0.102039018,0.071603415
alpha,0.002250783,0.000449686,-0.000280928,0.000870668,0.017021063,-0.007661668
beta,0.000449686,0.003079565,0.000291833,0.000528323,-0.020804539,5.51E-05
gamma,-0.000280928,0.000291833,0.005754135,-0.001957028,-0.000439194,-0.000498212
delta,0.000870668,0.000528323,-0.001957028,0.006605672,-0.004891596,-0.001995475
lambda,0.017021063,-0.020804539,-0.000439194,-0.004891596,0.378088874,-0.077095825
luce,-0.007661668,5.51E-05,-0.000498212,-0.001995475,-0.077095825,0.047993778
alpha,0.007293654,-0.000981069,-0.004151008,0.00109543,0.052892962,-0.009975622
beta,-0.000981069,0.003198981,0.003259838,0.001585517,-0.030634652,-0.003207479
gamma,-0.004151008,0.003259838,0.008985504,0.000816085,-0.021461609,-0.006716123
delta,0.00109543,0.001585517,0.000816085,0.006344626,-0.019659123,-0.005566096
lambda,0.052892962,-0.030634652,-0.021461609,-0.019659123,1.063137997,-0.139991237
luce,-0.009975622,-0.003207479,-0.006716123,-0.005566096,-0.139991237,0.069223114
alpha,0.00472334,0.000421289,-0.00095864,0.002436129,0.018448106,-0.012807471
beta,0.000421289,0.005169686,0.004351466,0.000422585,-0.032339701,-0.004658637
gamma,-0.00095864,0.004351466,0.011506375,0.000147486,-0.016259531,-0.007037612
delta,0.002436129,0.000422585,0.000147486,0.003720681,-0.004326718,-0.007669964
lambda,0.018448106,-0.032339701,-0.016259531,-0.004326718,0.515076787,-0.060732294
luce,-0.012807471,-0.004658637,-0.007037612,-0.007669964,-0.060732294,0.069824602
alpha,0.019571785,-8.44E-06,-0.007704768,0.000207648,0.043816662,-0.007654678
beta,-8.44E-06,0.002793411,0.006202432,0.00035839,-0.024904659,-0.005308519
gamma,-0.007704768,0.006202432,0.053661692,-0.000923814,-0.027395686,-0.012115978
delta,0.000207648,0.00035839,-0.000923814,0.001067258,-0.005823025,-0.002616482
lambda,0.043816662,-0.024904659,-0.027395686,-0.005823025,0.871894886,-0.085305021
luce,-0.007654678,-0.005308519,-0.012115978,-0.002616482,-0.085305021,0.067470288
alpha,0.052279301,-0.010976025,-0.045704903,0.005899996,0.019701872,0.001983108
beta,-0.010976025,0.056947915,0.034741482,-0.016432341,-0.047683828,-0.005754118
gamma,-0.045704903,0.034741482,0.128044611,-0.01496855,-0.046117692,-0.016326941
delta,0.005899996,-0.016432341,-0.01496855,0.012474577,-0.006467011,-0.00208981
lambda,0.019701872,-0.047683828,-0.046117692,-0.006467011,1.215868679,-0.008008133
luce,0.001983108,-0.005754118,-0.016326941,-0.00208981,-0.008008133,0.078461484
alpha,0.021878157,0.001780738,-0.014875878,0.006886221,0.008683315,-0.005170764
beta,0.001780738,0.006165054,0.001419064,-0.000137707,-0.021837515,-0.003863497
gamma,-0.014875878,0.001419064,0.06194452,-0.013682315,-0.034428704,-0.009319556
delta,0.006886221,-0.000137707,-0.013682315,0.044762765,-0.000118293,-0.007761561
lambda,0.008683315,-0.021837515,-0.034428704,-0.000118293,0.706603602,-0.069560443
luce,-0.005170764,-0.003863497,-0.009319556,-0.007761561,-0.069560443,0.054490085
alpha,0.003047513,-0.002294908,-0.000262163,0.005317848,-0.005314097,-0.011856942
beta,-0.002294908,0.073371479,0.00119409,-0.026779439,0.029294488,0.008576326
gamma,-0.000262163,0.00119409,0.003912967,-0.001908855,-0.000489498,-0.0025317
delta,0.005317848,-0.026779439,-0.001908855,0.048897723,-0.075454553,-0.02006191
lambda,-0.005314097,0.029294488,-0.000489498,-0.075454553,1.301611809,0.023692613
luce,-0.011856942,0.008576326,-0.0025317,-0.02006191,0.023692613,0.068994357
alpha,0.01876858,0.002171872,-0.008584441,0.007218974,0.013168731,-0.010554929
beta,0.002171872,0.010205475,0.002178038,0.003470905,-0.045490922,-0.010558582
gamma,-0.008584441,0.002178038,0.009311948,-0.001616339,-0.009196973,-0.006093915
delta,0.007218974,0.003470905,-0.001616339,0.014143532,-0.035072582,-0.011259769
lambda,0.013168731,-0.045490922,-0.009196973,-0.035072582,0.694519387,-0.040355444
luce,-0.010554929,-0.010558582,-0.006093915,-0.011259769,-0.040355444,0.074263281
alpha,0.065634267,-0.002492367,-0.043131064,0.000385862,0.022189769,0.001470973
beta,-0.002492367,0.002033974,0.004836631,0.000387141,-0.016063357,-0.002103487
gamma,-0.043131064,0.004836631,0.090640799,-0.000938014,-0.0213201,-0.010447861
delta,0.000385862,0.000387141,-0.000938014,0.001000907,-0.000916849,-0.001153217
lambda,0.022189769,-0.016063357,-0.0213201,-0.000916849,0.938052271,-0.180878894
luce,0.001470973,-0.002103487,-0.010447861,-0.001153217,-0.180878894,0.075068035
alpha,0.046635703,-0.000275575,-0.027966784,0.000789852,0.014089871,-0.004334206
beta,-0.000275575,0.001950017,0.005272513,0.000402368,-0.016768394,-0.002169051
gamma,-0.027966784,0.005272513,0.091951754,-0.001804311,-0.038982222,-0.008239176
delta,0.000789852,0.000402368,-0.001804311,0.001335997,-0.002678457,-0.001460153
lambda,0.014089871,-0.016768394,-0.038982222,-0.002678457,0.844679591,-0.150590036
luce,-0.004334206,-0.002169051,-0.008239176,-0.001460153,-0.150590036,0.067584612
alpha,0.006067513,0.000444372,0.000395851,0.000902659,0.000418919,-0.011791023
beta,0.000444372,0.065365946,0.002883645,-0.010515953,-0.016107533,0.000797618
gamma,0.000395851,0.002883645,0.015196363,-0.00119594,-0.003354911,-0.00076406
delta,0.000902659,-0.010515953,-0.00119594,0.008908807,-0.015432889,-0.003328642
lambda,0.000418919,-0.016107533,-0.003354911,-0.015432889,1.343692327,-0.018031874
luce,-0.011791023,0.000797618,-0.00076406,-0.003328642,-0.018031874,0.060837786
alpha,0.001746767,-0.000797464,-0.000377748,0.006056884,-0.003641357,-0.003540957
beta,-0.000797464,0.05876941,0.001625234,-0.026596732,-0.022352504,-0.004425674
gamma,-0.000377748,0.001625234,0.002795994,-5.09E-05,-0.003944258,0.000273152
delta,0.006056884,-0.026596732,-5.09E-05,0.092331899,-0.107257536,-0.004934399
lambda,-0.003641357,-0.022352504,-0.003944258,-0.107257536,1.236320159,0.003351611
luce,-0.003540957,-0.004425674,0.000273152,-0.004934399,0.003351611,0.047546026
alpha,0.031217796,1.80E-05,-0.021176478,0.000340482,0.002608494,-6.78E-05
beta,1.80E-05,0.000825236,0.004343114,-7.21E-05,-0.005679397,-0.001190397
gamma,-0.021176478,0.004343114,0.084196092,-0.002970459,-0.011766037,-0.004159847
delta,0.000340482,-7.21E-05,-0.002970459,0.001015574,-0.002000327,-0.001136425
lambda,0.002608494,-0.005679397,-0.011766037,-0.002000327,0.258500157,-0.007330236
luce,-6.78E-05,-0.001190397,-0.004159847,-0.001136425,-0.007330236,0.021364106
alpha,0.048764155,4.20E-05,-0.022541016,0.000913316,0.014298379,-0.006782034
beta,4.20E-05,0.002673897,0.00449564,0.000875678,-0.015984358,-0.002844301
gamma,-0.022541016,0.00449564,0.065224967,-0.002019117,-0.014126542,-0.009294825
delta,0.000913316,0.000875678,-0.002019117,0.003819059,-0.007629759,-0.002012826
lambda,0.014298379,-0.015984358,-0.014126542,-0.007629759,0.468450905,-0.098538119
luce,-0.006782034,-0.002844301,-0.009294825,-0.002012826,-0.098538119,0.061952329
alpha,0.0262293,-0.000533531,-0.015292051,0.002003209,0.022954941,-0.005723683
beta,-0.000533531,0.001810576,0.002090483,-0.000349232,-0.008286635,-0.00155834
gamma,-0.015292051,0.002090483,0.020818284,-0.001481998,-0.000741793,-0.005494503
delta,0.002003209,-0.000349232,-0.001481998,0.000853498,0.000299166,0.000253237
lambda,0.022954941,-0.008286635,-0.000741793,0.000299166,0.332868574,-0.08831572
luce,-0.005723683,-0.00155834,-0.005494503,0.000253237,-0.08831572,0.063960989
alpha,0.004075601,-0.000418434,-0.000568101,0.00602088,0.011045444,-0.013768885
beta,-0.000418434,0.021300639,0.001673948,-0.006656216,-0.051904882,-0.000204687
gamma,-0.000568101,0.001673948,0.003954083,-0.00117504,-0.015045141,-0.002093511
delta,0.00602088,-0.006656216,-0.00117504,0.026023537,-0.026561123,-0.016282033
lambda,0.011045444,-0.051904882,-0.015045141,-0.026561123,1.33443502,-0.027796632
luce,-0.013768885,-0.000204687,-0.002093511,-0.016282033,-0.027796632,0.069586836
alpha,0.069307987,-0.002705308,-0.03527066,-0.000481736,-0.007260913,0.001826374
beta,-0.002705308,0.065481438,0.002504349,-0.008926186,-0.021208151,-0.001902982
gamma,-0.03527066,0.002504349,0.062909329,0.000678462,0.011340276,-0.016890708
delta,-0.000481736,-0.008926186,0.000678462,0.007154794,-0.012266307,-0.003622609
