"","alpha","beta","gamma","delta","lambda","luce"
"alpha",0.00159443236307189,-0.000972244173865968,0.000293324733644637,0.00390384423737359,0.000954842670222535,-0.00415337495953791
"beta",-0.000972244173865968,0.0363542421711398,0.00100378793587897,-0.0200128379301616,-0.0127434370959882,0.00041901985936161
"gamma",0.000293324733644637,0.00100378793587897,0.00194646539074192,-0.000904254447157091,-0.00365662910736414,0.000570816580154775
"delta",0.00390384423737359,-0.0200128379301616,-0.000904254447157091,0.0447346408230546,-0.0591631790085603,-0.00608523807268901
"lambda",0.000954842670222535,-0.0127434370959882,-0.00365662910736414,-0.0591631790085603,1.23305138578516,-0.0128513903496095
"luce",-0.00415337495953791,0.00041901985936161,0.000570816580154775,-0.00608523807268901,-0.0128513903496095,0.0379274656813295
"alpha",0.0267400896137587,-0.000236221699103557,-0.00831502167246152,0.0165983808697261,-0.0252277050262076,-0.01449565225986
"beta",-0.000236221699103557,0.02068946864502,0.0010583518399221,-0.0043726244066225,-0.0286064179453807,-0.00426610787827275
"gamma",-0.00831502167246152,0.0010583518399221,0.004239201593477,-0.00349310663972717,0.0061617388991271,-0.00122808303157943
"delta",0.0165983808697261,-0.0043726244066225,-0.00349310663972717,0.0330914220251534,-0.0763993394529833,-0.0189993031365138
"lambda",-0.0252277050262076,-0.0286064179453807,0.0061617388991271,-0.0763993394529833,0.944070192421793,-0.00720376464713551
"luce",-0.01449565225986,-0.00426610787827275,-0.00122808303157943,-0.0189993031365138,-0.00720376464713551,0.0776680192054369
"alpha",0.00302373029587422,0.00134062629722165,-0.0018254426215013,0.00134399847962293,0.0182766412558879,-0.00581411786013131
"beta",0.00134062629722165,0.00459621285620069,0.000938412476646922,0.000455381744187847,-0.0246506994769484,-0.00457935685713119
"gamma",-0.0018254426215013,0.000938412476646922,0.0049990218618445,-0.000285093200025539,-0.0161885990227159,-0.00176124308240525
"delta",0.00134399847962293,0.000455381744187847,-0.000285093200025539,0.00990165967037138,-0.0157595622685675,-0.00337472812474546
"lambda",0.0182766412558879,-0.0246506994769484,-0.0161885990227159,-0.0157595622685675,0.696029210451322,-0.0497358636343206
"luce",-0.00581411786013131,-0.00457935685713119,-0.00176124308240525,-0.00337472812474546,-0.0497358636343206,0.0397050886347484
"alpha",0.067537779370241,-0.00083049837129898,-0.0423373390697471,0.00161148912913306,0.0211737458912884,0.00478674354633661
"beta",-0.00083049837129898,0.0038082225501253,0.00378797901943578,0.000114356168893283,-0.0177097275025074,-0.00598878705909537
"gamma",-0.0423373390697471,0.00378797901943578,0.0857010821596803,-0.00270400840739176,-0.0519313526943944,-0.0132570869451801
"delta",0.00161148912913306,0.000114356168893283,-0.00270400840739176,0.00693576710290892,-0.0015756295926362,-0.00167248912002902
"lambda",0.0211737458912884,-0.0177097275025074,-0.0519313526943944,-0.0015756295926362,0.645568060112522,-0.0830010674739066
"luce",0.00478674354633661,-0.00598878705909537,-0.0132570869451801,-0.00167248912002902,-0.0830010674739066,0.0543457070261338
"alpha",0.0563973116751105,0.00162941951099137,-0.0316985636079181,0.000452786711109748,0.00124478854371399,-0.00201191187224321
"beta",0.00162941951099137,0.0706110094955465,-0.000777845125156641,-0.00916737261475498,-0.0154229122081447,-0.00400773405894631
"gamma",-0.0316985636079181,-0.000777845125156641,0.060260403614981,7.8685963504012e-05,-0.00363937018276334,-0.0117275011244059
"delta",0.000452786711109748,-0.00916737261475498,7.8685963504012e-05,0.00640352762215969,-0.016010089105617,-0.00263154445446999
"lambda",0.00124478854371399,-0.0154229122081447,-0.00363937018276334,-0.016010089105617,1.33027781139437,0.00120526006466976
"luce",-0.00201191187224321,-0.00400773405894631,-0.0117275011244059,-0.00263154445446999,0.00120526006466976,0.0841817279036053
"alpha",0.00106758118967064,-0.00118313075384921,-0.00030681510815226,0.00131909786323046,-0.00167067230277214,-0.00273620214297828
"beta",-0.00118313075384921,0.0619516335760682,0.00309816649737381,-0.0191381847419809,-0.00964976134821354,0.00349468457742053
"gamma",-0.00030681510815226,0.00309816649737381,0.00334320018716585,-0.00035340747882283,-0.00040733699155592,-0.000974339100634249
"delta",0.00131909786323046,-0.0191381847419809,-0.00035340747882283,0.0254734487229311,-0.0491949996138202,-0.00482357341644782
"lambda",-0.00167067230277214,-0.00964976134821354,-0.00040733699155592,-0.0491949996138202,1.35918897546894,0.00822429404224319
"luce",-0.00273620214297828,0.00349468457742053,-0.000974339100634249,-0.00482357341644782,0.00822429404224319,0.0570716136045915
"alpha",0.00325389783461544,0.00107274136906367,0.000517142544242667,0.00151043070558311,0.00540504009717235,-0.00774380237192748
"beta",0.00107274136906367,0.0048369116009932,0.00237924004193045,0.000412014639294065,-0.0349578173029842,-0.00187885287395782
"gamma",0.000517142544242667,0.00237924004193045,0.00964713326002309,0.000506567772295055,-0.0108507360349173,-0.00389274974776003
"delta",0.00151043070558311,0.000412014639294065,0.000506567772295055,0.00209452716220933,-0.00768316113181698,-0.00321877460871037
"lambda",0.00540504009717235,-0.0349578173029842,-0.0108507360349173,-0.00768316113181698,0.484370581893216,-0.0317464036770199
"luce",-0.00774380237192748,-0.00187885287395782,-0.00389274974776003,-0.00321877460871037,-0.0317464036770199,0.0355532525420025
"alpha",0.021047908884352,-0.00424590338036812,-0.011620319987028,0.00565010220162213,-0.0107899802120272,-0.0119920342447198
"beta",-0.00424590338036812,0.0729758779758016,0.00282128967784097,-0.0145013797845263,-0.00384851444875296,0.00323653744521136
"gamma",-0.011620319987028,0.00282128967784097,0.0185703310232352,-0.00290344751458082,0.00496266021923407,-0.00592972639663616
"delta",0.00565010220162213,-0.0145013797845263,-0.00290344751458082,0.015254615917372,-0.0351405546695745,-0.00696697411549059
"lambda",-0.0107899802120272,-0.00384851444875296,0.00496266021923407,-0.0351405546695745,1.36066409007215,-0.00530394699386117
"luce",-0.0119920342447198,0.00323653744521136,-0.00592972639663616,-0.00696697411549059,-0.00530394699386117,0.0836696172143287
"alpha",0.0384700211066302,-0.00701959826402409,-0.0365142106194037,0.00918833845529986,-0.00840052116412033,-0.00486288799851332
"beta",-0.00701959826402409,0.0814668976279071,0.0162616494595186,-0.0240869157069228,-0.00218370758664384,0.00208511657209109
"gamma",-0.0365142106194037,0.0162616494595186,0.0964018103271933,-0.0201509799948246,0.00415946832960783,0.00487475926444181
"delta",0.00918833845529986,-0.0240869157069228,-0.0201509799948246,0.0281367983388048,-0.035689708598568,-0.00797607663019356
"lambda",-0.00840052116412033,-0.00218370758664384,0.00415946832960783,-0.035689708598568,1.30742100899982,-0.0242900480704219
"luce",-0.00486288799851332,0.00208511657209109,0.00487475926444181,-0.00797607663019356,-0.0242900480704219,0.0761973007826484
"alpha",0.0806604909304651,-0.00230489961863211,-0.0263824222146701,-0.000180834503290047,-0.000945066286230883,0.00900865484130736
"beta",-0.00230489961863211,0.0736335708382223,0.00387485590112356,-0.00646687415731806,-0.0151536301077888,-0.00892886043383257
"gamma",-0.0263824222146701,0.00387485590112356,0.0431870070613275,0.000164037543242264,0.00339420900901669,-0.0170745287083548
"delta",-0.000180834503290047,-0.00646687415731806,0.000164037543242264,0.00377405596729655,-0.00928160320622487,-0.00214904361825378
"lambda",-0.000945066286230883,-0.0151536301077888,0.00339420900901669,-0.00928160320622487,1.40660549949437,0.00861832819486821
"luce",0.00900865484130736,-0.00892886043383257,-0.0170745287083548,-0.00214904361825378,0.00861832819486821,0.0880540740975757
"alpha",0.00571423671392433,0.000137397488068615,-0.00147987500748875,0.00185355016849253,0.0561207408622264,-0.00558912708067718
"beta",0.000137397488068615,0.000843180722642405,0.000834555544960623,0.000700121170264096,-0.00570916350056033,0.000177920401973796
"gamma",-0.00147987500748875,0.000834555544960623,0.0171569175551361,-0.000462772823733958,0.0186942286831383,-0.00181216440721596
"delta",0.00185355016849253,0.000700121170264096,-0.000462772823733958,0.00190565606665282,0.0134022585015799,-0.00121409981592309
"lambda",0.0561207408622264,-0.00570916350056033,0.0186942286831383,0.0134022585015799,0.880831277192326,-0.10279483337118
"luce",-0.00558912708067718,0.000177920401973796,-0.00181216440721596,-0.00121409981592309,-0.10279483337118,0.0718825710552264
"alpha",0.0663154577481033,-0.00175763422187185,-0.0397248126554773,0.000642866463447374,0.0282606052531267,0.000516081953397856
"beta",-0.00175763422187185,0.00263849429757606,0.00541093919491247,5.54383602588403e-05,-0.0157042810878953,-0.00354792507609948
"gamma",-0.0397248126554773,0.00541093919491247,0.0870306899431024,-0.00098150115171991,-0.0397241204701108,-0.0125384081791583
"delta",0.000642866463447374,5.54383602588403e-05,-0.00098150115171991,0.00268907466209375,-0.00139109795563078,-0.000539440720798578
"lambda",0.0282606052531267,-0.0157042810878953,-0.0397241204701108,-0.00139109795563078,0.857279304463603,-0.16798278641715
"luce",0.000516081953397856,-0.00354792507609948,-0.0125384081791583,-0.000539440720798578,-0.16798278641715,0.0699448257601795
"alpha",0.0516341931576249,-0.00148672430359401,-0.0327964000115659,0.000648719033758988,0.0200225565792533,-0.00057246401083751
"beta",-0.00148672430359401,0.0028532824402921,0.00494933178463311,0.000666520099448443,-0.0239491967215713,-0.00462068372824294
"gamma",-0.0327964000115659,0.00494933178463311,0.0905720038926779,-0.000658939808684658,-0.0248961849690602,-0.00917539036231184
"delta",0.000648719033758988,0.000666520099448443,-0.000658939808684658,0.00118855821383608,-0.011401780737396,-0.00282985659770004
"lambda",0.0200225565792533,-0.0239491967215713,-0.0248961849690602,-0.011401780737396,0.922367082832762,-0.108457610767082
"luce",-0.00057246401083751,-0.00462068372824294,-0.00917539036231184,-0.00282985659770004,-0.108457610767082,0.072583473438106
"alpha",0.0749562773352863,-0.0069374986774534,-0.0349383833145824,0.00223985081111302,0.0145191314222537,0.00871258447165552
"beta",-0.0069374986774534,0.0316069981241558,0.0129091263633633,-0.00687348434409509,-0.0539777590188462,-0.0120693314645656
"gamma",-0.0349383833145824,0.0129091263633633,0.0580384635374672,-0.00314559678050213,-0.00929828284151901,-0.0183500847801587
"delta",0.00223985081111302,-0.00687348434409509,-0.00314559678050213,0.00540462721139915,-0.0125347480941364,-0.00218887253976995
"lambda",0.0145191314222537,-0.0539777590188462,-0.00929828284151901,-0.0125347480941364,1.21682426031665,-0.0182945090198886
"luce",0.00871258447165552,-0.0120693314645656,-0.0183500847801587,-0.00218887253976995,-0.0182945090198886,0.085397613492804
"alpha",0.0538179707883324,-0.00105390248011459,-0.0256749785529265,0.00122937924567576,0.00238675327557342,0.00166070803920501
"beta",-0.00105390248011459,0.00179113670328501,0.00358288318882527,-0.000220436960096286,-0.0037812715986078,-0.00158155548326006
"gamma",-0.0256749785529265,0.00358288318882527,0.0698086817784776,-0.000720549686975343,-0.00330914186954548,-0.00400985791305654
"delta",0.00122937924567576,-0.000220436960096286,-0.000720549686975343,0.000858933210507532,0.0002254742655794,8.98955023699939e-05
"lambda",0.00238675327557342,-0.0037812715986078,-0.00330914186954548,0.0002254742655794,0.0560198550668943,-0.00805401469360999
"luce",0.00166070803920501,-0.00158155548326006,-0.00400985791305654,8.98955023699939e-05,-0.00805401469360999,0.0117738262839038
"alpha",0.00335711673983736,0.00106698367469937,-0.00121001021893379,0.0017810247168944,0.023815443197462,-0.00948902873934415
"beta",0.00106698367469937,0.00582488859717668,0.00178217096292895,0.00225208215304408,-0.0433407943755845,-0.000952412055431599
"gamma",-0.00121001021893379,0.00178217096292895,0.0100811068820882,-0.00149209032426231,-0.013819306388912,-0.00256398592534742
"delta",0.0017810247168944,0.00225208215304408,-0.00149209032426231,0.0137179099157526,-0.0307448762957903,-0.00280623552227293
"lambda",0.023815443197462,-0.0433407943755845,-0.013819306388912,-0.0307448762957903,0.884280161732364,-0.121380854550439
"luce",-0.00948902873934415,-0.000952412055431599,-0.00256398592534742,-0.00280623552227293,-0.121380854550439,0.0583429626043322
"alpha",0.00357061116310197,0.00176793238191102,-0.000776258561494939,0.00355237486066233,0.0164120878935851,-0.0109200158240931
"beta",0.00176793238191102,0.00485440160715823,0.00100160091374172,0.00114139259372168,-0.0312219408140476,-0.00465966215983235
"gamma",-0.000776258561494939,0.00100160091374172,0.00990996991275717,-0.00141440514392293,-0.00966843099914943,-0.00129659276966062
"delta",0.00355237486066233,0.00114139259372168,-0.00141440514392293,0.01249304043621,-0.0185346243686408,-0.0125076221119499
"lambda",0.0164120878935851,-0.0312219408140476,-0.00966843099914943,-0.0185346243686408,0.905213220520337,-0.0706938656764898
"luce",-0.0109200158240931,-0.00465966215983235,-0.00129659276966062,-0.0125076221119499,-0.0706938656764898,0.058938713232012
"alpha",0.0656559194545637,-9.87685811848766e-05,-0.0323815022368239,0.000302753988642104,-0.00683086012857708,-0.000914764062940705
"beta",-9.87685811848766e-05,0.00147743946584436,0.00148409963712787,0.00114542934203096,-0.00799650406346116,-0.00158269548472384
"gamma",-0.0323815022368239,0.00148409963712787,0.0901604378703305,-0.000765470590830384,0.0132903950297706,-0.00788729736970441
"delta",0.000302753988642104,0.00114542934203096,-0.000765470590830384,0.00144775235820503,-0.00634034402004534,-0.00165313252946588
"lambda",-0.00683086012857708,-0.00799650406346116,0.0132903950297706,-0.00634034402004534,0.878358709358462,-0.109764735861659
"luce",-0.000914764062940705,-0.00158269548472384,-0.00788729736970441,-0.00165313252946588,-0.109764735861659,0.0715369490897322
"alpha",0.00410627221453317,-0.000246300896012434,-0.00145730213881225,0.00103921156506415,0.0478972988224469,-0.00966230219754947
"beta",-0.000246300896012434,0.00181763045931796,0.00198813486304139,0.000672983713711869,-0.0234452168399491,0.000524377971717102
"gamma",-0.00145730213881225,0.00198813486304139,0.00760676998823833,-0.00116307176279852,-0.0187655530915534,-0.00274271236759363
"delta",0.00103921156506415,0.000672983713711869,-0.00116307176279852,0.00428051528717138,-0.00738741864579593,-0.000551910447068523
"lambda",0.0478972988224469,-0.0234452168399491,-0.0187655530915534,-0.00738741864579593,1.00480546124701,-0.169021294096511
"luce",-0.00966230219754947,0.000524377971717102,-0.00274271236759363,-0.000551910447068523,-0.169021294096511,0.0642643673769624
"alpha",0.0208206772437446,-0.00387928519441529,-0.00938057209277873,0.00337860259445778,-0.00361437187294689,-0.00868796499116986
"beta",-0.00387928519441529,0.0787791021694845,0.00327054469730491,-0.0126802079970243,0.0134671833220706,-0.00423929335392601
"gamma",-0.00938057209277873,0.00327054469730491,0.00878134992179921,-0.00143755766262728,0.00224895926272048,-0.00323484326931582
"delta",0.00337860259445778,-0.0126802079970243,-0.00143755766262728,0.0108790202464603,-0.0285309759140651,-0.00303571256773034
"lambda",-0.00361437187294689,0.0134671833220706,0.00224895926272048,-0.0285309759140651,1.345054886622,0.00245408658888752
"luce",-0.00868796499116986,-0.00423929335392601,-0.00323484326931582,-0.00303571256773034,0.00245408658888752,0.0736305420087417
"alpha",0.00273018688060408,0.00152263049369141,-0.00126292415321514,0.00346365238130892,0.00696820432578418,-0.00716928275797319
"beta",0.00152263049369141,0.00725025890703685,0.00163077905148035,-5.95853898331456e-05,-0.0452588349983111,-0.00264498075673178
"gamma",-0.00126292415321514,0.00163077905148035,0.011936843313658,-0.00276097823511368,-0.0171690523229732,0.000300112549554987
"delta",0.00346365238130892,-5.95853898331456e-05,-0.00276097823511368,0.0256696024584658,-0.0587661827951247,-0.011304077481427
"lambda",0.00696820432578418,-0.0452588349983111,-0.0171690523229732,-0.0587661827951247,1.14065616422187,-0.0498148729705704
"luce",-0.00716928275797319,-0.00264498075673178,0.000300112549554987,-0.011304077481427,-0.0498148729705704,0.0442654372640119
"alpha",0.00261163432006994,-0.00227956382990238,-0.000681876792823676,0.00551369087931102,0.00600315024223476,-0.00709344171642435
"beta",-0.00227956382990238,0.0511948777487334,0.00256761456626769,-0.0332923298250425,-0.0175790755129305,0.00314008767304413
"gamma",-0.000681876792823676,0.00256761456626769,0.0027679594155189,-0.00407865126585947,-0.00697415923059626,-0.000455817835871036
"delta",0.00551369087931102,-0.0332923298250425,-0.00407865126585947,0.0745395205006944,-0.0320594352941507,-0.0137098510298951
"lambda",0.00600315024223476,-0.0175790755129305,-0.00697415923059626,-0.0320594352941507,1.33263349502126,-0.0146886577746919
"luce",-0.00709344171642435,0.00314008767304413,-0.000455817835871036,-0.0137098510298951,-0.0146886577746919,0.0529610385746966
"alpha",0.00330272552315927,-0.00312029320493435,-0.000735931595245398,0.00688352293450333,-0.00199332689378128,-0.0103353976975064
"beta",-0.00312029320493435,0.069566790757593,0.00310925131560152,-0.0375237438012876,0.0236589836605763,0.00859154469037156
"gamma",-0.000735931595245398,0.00310925131560152,0.00492957677853031,-0.00492052013154874,-0.000452410508455796,-0.000713994571868281
"delta",0.00688352293450333,-0.0375237438012876,-0.00492052013154874,0.0743360074781949,-0.0616861713222401,-0.0180782682916639
"lambda",-0.00199332689378128,0.0236589836605763,-0.000452410508455796,-0.0616861713222401,1.39124399520332,0.0123059548820057
"luce",-0.0103353976975064,0.00859154469037156,-0.000713994571868281,-0.0180782682916639,0.0123059548820057,0.0515890442283185
"alpha",0.0605760866638155,0.000115575492480273,-0.0187084510068133,-0.0036732725154531,0.0192041765910612,0.00724613504250505
"beta",0.000115575492480273,0.000552555148168405,0.0012163881755629,0.000245688287704281,-0.000346550202564895,-0.000240972884644789
"gamma",-0.0187084510068133,0.0012163881755629,0.0700565654317848,-0.00182906837196978,0.0267197273250166,0.000801233098120312
"delta",-0.0036732725154531,0.000245688287704281,-0.00182906837196978,0.00152823460915347,-0.0028888204329704,-0.00156169052859189
"lambda",0.0192041765910612,-0.000346550202564895,0.0267197273250166,-0.0028888204329704,0.715616808419127,-0.0709287108395893
"luce",0.00724613504250505,-0.000240972884644789,0.000801233098120312,-0.00156169052859189,-0.0709287108395893,0.0644571586793625
"alpha",0.0654858234147338,-0.000605943227342803,-0.0379949728941215,0.00108678685107046,0.00693872947371246,0.0015309203488993
"beta",-0.000605943227342803,0.00215763124695191,0.00259077174228368,0.000797956413899612,-0.0123058254109189,-0.00431398245727092
"gamma",-0.0379949728941215,0.00259077174228368,0.0860693526776809,-0.00144332551088409,-0.00408482026699873,-0.0108639717872635
"delta",0.00108678685107046,0.000797956413899612,-0.00144332551088409,0.00171283310621266,-0.00445481574886965,-0.00177959106855403
"lambda",0.00693872947371246,-0.0123058254109189,-0.00408482026699873,-0.00445481574886965,0.624330929216787,-0.0667080514897182
"luce",0.0015309203488993,-0.00431398245727092,-0.0108639717872635,-0.00177959106855403,-0.0667080514897182,0.0581039076113959
"alpha",0.0288644653472409,0.00143231826490487,-0.00996825379353913,-0.000350822399296345,0.0301572223092303,-0.00724436624765684
"beta",0.00143231826490487,0.0033541163969488,0.00562878209196474,0.000832806871727689,-0.0246492091883596,-0.00431058871980763
"gamma",-0.00996825379353913,0.00562878209196474,0.0614506029162374,-0.0010924162227765,-0.0357368561589924,-0.00369644643622817
"delta",-0.000350822399296345,0.000832806871727689,-0.0010924162227765,0.00144014023051497,-0.00653204608379068,-0.00237414593499125
"lambda",0.0301572223092303,-0.0246492091883596,-0.0357368561589924,-0.00653204608379068,0.791904953464593,-0.0845715547282694
"luce",-0.00724436624765684,-0.00431058871980763,-0.00369644643622817,-0.00237414593499125,-0.0845715547282694,0.0633849072942731
"alpha",0.0479321064282995,-2.80783614777978e-05,-0.0222526675599539,0.000418338771990592,0.0132876193327844,-0.00308821224351048
"beta",-2.80783614777978e-05,0.0035875187506675,0.00623662963777954,0.000864005251052241,-0.0278698837039641,-0.00224446269740851
"gamma",-0.0222526675599539,0.00623662963777954,0.0929916434382906,0.000319973642349708,0.00905078694365183,-0.0191602623906992
"delta",0.000418338771990592,0.000864005251052241,0.000319973642349708,0.00128839696512717,-0.0104453907027288,-0.000949956766247447
"lambda",0.0132876193327844,-0.0278698837039641,0.00905078694365183,-0.0104453907027288,0.94447750419995,-0.154896154667846
"luce",-0.00308821224351048,-0.00224446269740851,-0.0191602623906992,-0.000949956766247447,-0.154896154667846,0.0702023568622056
"alpha",0.0818433107714611,-0.00498782881476673,-0.0319567807247802,0.000377247320205377,0.0153638595214404,0.008174183037841
"beta",-0.00498782881476673,0.0625878113269587,0.0132514793204393,-0.0112069059668212,-0.0328998778682105,-0.00652829933016963
"gamma",-0.0319567807247802,0.0132514793204393,0.0609474984379585,-0.00138448798157107,-0.00244349427405046,-0.0207003381109127
"delta",0.000377247320205377,-0.0112069059668212,-0.00138448798157107,0.00728266510367294,-0.0107948797460455,-0.00139214308840411
"lambda",0.0153638595214404,-0.0328998778682105,-0.00244349427405046,-0.0107948797460455,1.25672466250538,-0.0194958582934875
"luce",0.008174183037841,-0.00652829933016963,-0.0207003381109127,-0.00139214308840411,-0.0194958582934875,0.0889785752076286
"alpha",0.0772005894994782,-0.00350308224811674,-0.0435028873295452,0.00170325518746032,-0.00296710924803745,0.00292297746544645
"beta",-0.00350308224811674,0.00562698985097454,0.00628820075054587,-0.000587389361827004,-0.0389962612783439,-0.00686771080254759
"gamma",-0.0435028873295452,0.00628820075054587,0.0764589645627091,-0.00239911936012406,0.00721860581371004,-0.00932675064062638
"delta",0.00170325518746032,-0.000587389361827004,-0.00239911936012406,0.000986395726206852,-0.00647888976328422,-0.00177539856199794
"lambda",-0.00296710924803745,-0.0389962612783439,0.00721860581371004,-0.00647888976328422,1.06465329520131,-0.0889249902520047
"luce",0.00292297746544645,-0.00686771080254759,-0.00932675064062638,-0.00177539856199794,-0.0889249902520047,0.0798257791658334
"alpha",0.0308158190836684,-0.00286690586583432,-0.0237689936159578,0.00388075919794573,0.00558854429836595,-0.00692262116947161
"beta",-0.00286690586583432,0.0621930458382366,0.0144137714628429,-0.0169003832813335,-0.0222203727700024,0.00142102703349709
"gamma",-0.0237689936159578,0.0144137714628429,0.0927462118323964,-0.0113636504055733,-0.00426869525279207,-0.00525446519103355
"delta",0.00388075919794573,-0.0169003832813335,-0.0113636504055733,0.0181545822285558,-0.0244671007718667,-0.00612218602081035
"lambda",0.00558854429836595,-0.0222203727700024,-0.00426869525279207,-0.0244671007718667,1.37529448652063,-0.0172712149342787
"luce",-0.00692262116947161,0.00142102703349709,-0.00525446519103355,-0.00612218602081035,-0.0172712149342787,0.0778446914092461
"alpha",0.0400918039915328,-0.000708582249050875,-0.0122253290262671,0.000448389468999907,0.0244351858786871,-0.00512057406555034
"beta",-0.000708582249050875,0.00139752023013568,0.00367912403630933,0.000507946144577775,-0.00864485013344365,-0.00034812159875882
"gamma",-0.0122253290262671,0.00367912403630933,0.0706979346461575,-6.5204571938788e-05,-0.013339310226702,-0.0054154317384243
"delta",0.000448389468999907,0.000507946144577775,-6.5204571938788e-05,0.00132105751229448,-0.000124180754547334,-0.000648854396355121
"lambda",0.0244351858786871,-0.00864485013344365,-0.013339310226702,-0.000124180754547334,0.904708854705797,-0.170995608576529
"luce",-0.00512057406555034,-0.00034812159875882,-0.0054154317384243,-0.000648854396355121,-0.170995608576529,0.0720128934690993
"alpha",0.0708792594018779,-0.00483260576361835,-0.0297085470371586,0.00152586390588771,0.00564795490435364,0.00386426098506885
"beta",-0.00483260576361835,0.0736616533664627,0.0031140763669825,-0.00982813439180455,-0.0167252886553197,-0.00112600959403376
"gamma",-0.0297085470371586,0.0031140763669825,0.0445579174612399,-0.000755471961849818,-0.00398969693580322,-0.0117214136635669
"delta",0.00152586390588771,-0.00982813439180455,-0.000755471961849818,0.00846366882833076,-0.0199752829735643,-0.00410940670772048
"lambda",0.00564795490435364,-0.0167252886553197,-0.00398969693580322,-0.0199752829735643,1.31654046681362,-0.00442227437710479
"luce",0.00386426098506885,-0.00112600959403376,-0.0117214136635669,-0.00410940670772048,-0.00442227437710479,0.0819343044083389
"alpha",0.072143181814027,-0.00368495788798674,-0.0343286478235411,0.0029282443997641,-0.00712342492938771,0.00511704522125492
"beta",-0.00368495788798674,0.0585561599790782,0.00640939896270744,-0.0108491390129916,-0.0199251507639896,-0.00591384309886482
"gamma",-0.0343286478235411,0.00640939896270744,0.0578080249997885,-0.00154846498232189,0.00409913143523776,-0.0157661416277425
"delta",0.0029282443997641,-0.0108491390129916,-0.00154846498232189,0.0118639653946464,-0.0291816409611246,-0.0043738487893975
"lambda",-0.00712342492938771,-0.0199251507639896,0.00409913143523776,-0.0291816409611246,1.31919939345446,-0.00754147984701101
"luce",0.00511704522125492,-0.00591384309886482,-0.0157661416277425,-0.0043738487893975,-0.00754147984701101,0.0800810412718674
"alpha",0.0676860168725025,0.00129948111175793,-0.038359654512473,0.00714259890137063,0.0174731405677944,0.00407638902709258
"beta",0.00129948111175793,0.00485887524596077,0.000612371149429474,-2.76572293550884e-05,-0.0230743865949487,-0.00286880046449864
"gamma",-0.038359654512473,0.000612371149429474,0.0674211458145038,-0.00921040503240387,-0.0226668600024569,-0.0164697651852963
"delta",0.00714259890137063,-2.76572293550884e-05,-0.00921040503240387,0.0279701338579358,-0.0208172099509981,-3.29828827246305e-05
"lambda",0.0174731405677944,-0.0230743865949487,-0.0226668600024569,-0.0208172099509981,0.839173277273519,-0.09636033821231
"luce",0.00407638902709258,-0.00286880046449864,-0.0164697651852963,-3.29828827246305e-05,-0.09636033821231,0.066034866732818
"alpha",0.0662633482514914,-0.000459903731601353,-0.0334767869201442,0.000208870895554349,-0.00866738299575579,0.00319948880938421
"beta",-0.000459903731601353,0.00126870247737681,0.00122721838127793,0.00012953600908847,-0.00924331898447155,-0.00234951844899042
"gamma",-0.0334767869201442,0.00122721838127793,0.0768266429915595,-0.000307506488414449,0.0169725186528165,-0.0112472056196488
"delta",0.000208870895554349,0.00012953600908847,-0.000307506488414449,0.000175654765911299,-0.0032214615880898,-0.000903617527936716
"lambda",-0.00866738299575579,-0.00924331898447155,0.0169725186528165,-0.0032214615880898,0.862238688753302,-0.103561718105517
"luce",0.00319948880938421,-0.00234951844899042,-0.0112472056196488,-0.000903617527936716,-0.103561718105517,0.0726092841818781
"alpha",0.00367458095033787,-0.00211784537207776,-0.00130484763962429,0.00987945052650961,0.0230875786547616,-0.0107800345650776
"beta",-0.00211784537207776,0.0321794256244034,0.0021455510430791,-0.0267264725480359,-0.0266529447046486,0.00154492107253761
"gamma",-0.00130484763962429,0.0021455510430791,0.00320934051074807,-0.00643641989582921,-0.0143387782495555,-0.00138759103512248
"delta",0.00987945052650961,-0.0267264725480359,-0.00643641989582921,0.0895095945579225,0.0322258330537052,-0.0187193711456999
"lambda",0.0230875786547616,-0.0266529447046486,-0.0143387782495555,0.0322258330537052,1.31213720350775,-0.0471402668773116
"luce",-0.0107800345650776,0.00154492107253761,-0.00138759103512248,-0.0187193711456999,-0.0471402668773116,0.0611066335629643
"alpha",0.00615180816307695,0.000578547498547334,-0.00278682765016794,0.0102357696008421,0.0287094763678476,-0.0159259163956643
"beta",0.000578547498547334,0.0167572640780974,0.00183830271145572,-0.00568165382973833,-0.032091783908577,-0.00363088639024296
"gamma",-0.00278682765016794,0.00183830271145572,0.00532622730806539,-0.00519857715560111,-0.0098180323297523,0.000394327232054815
"delta",0.0102357696008421,-0.00568165382973833,-0.00519857715560111,0.0514805911747954,-0.0340571460995052,-0.0234023356847859
"lambda",0.0287094763678476,-0.032091783908577,-0.0098180323297523,-0.0340571460995052,1.15593916769475,-0.107711231054653
"luce",-0.0159259163956643,-0.00363088639024296,0.000394327232054815,-0.0234023356847859,-0.107711231054653,0.073452192887163
"alpha",0.0521887975129687,0.00461665506325012,-0.02509005525465,0.00528829881822964,0.0374460163746462,-0.00606874783655299
"beta",0.00461665506325012,0.00679066304329877,0.00213817855631338,0.00190059157100091,-0.0312103789539933,-0.00759489057092517
"gamma",-0.02509005525465,0.00213817855631338,0.0332539027737006,-0.00224934188495395,-0.0284593340355788,-0.00998717825705081
"delta",0.00528829881822964,0.00190059157100091,-0.00224934188495395,0.0117326472111524,-0.0144319119300584,-0.00420389310763662
